location_name,snapshot,AOI_area_sqkm,AOI_area_covered_sqkm,AOI_area_covered_perc,Perc_area_covered_by_feature,N_features_in_img,Image_resolution,Number_of_img_tiles_downloaded,Stitched_img_width,Stitched_img_height,Total_downloaded_imagery_MB,Stitched_img_file_size_MB,Geotiff_img_file_size_MB
Chernihiv,mar_2022_10,120.4986872,120.4986872,1,1,1,0.5,329,30946,27399,70.93102074,599.5993776,78.28274536
Chernihiv,mar_2022_16,120.4986872,39.59385408,0.328583282,0.329,1,0.4,183,20049,27110,40.10264587,335.3816986,45.45944023
Chernihiv,mar_2022_18,120.4986872,120.4986871,0.999999999,"0.807,0.193",2,0.4,440,38682,34248,143.2762003,1127.053183,158.9231863
Chernihiv,mar_2022_19,120.4986872,120.4986799,0.999999939,"0.832,0.168",2,0.4,440,38682,34248,102.6228685,853.1126928,114.5423861
Chernihiv,mar_2022_20,120.4986872,120.4986731,0.999999883,"0.777,0.223",2,0.3,440,51576,45665,204.9833641,1706.337542,227.2231016
Chernihiv,mar_2022_21,120.4986872,120.4990788,1.00000325,"0.917,0.083",2,0.5,329,30946,27399,82.26202202,666.6306162,90.96825123
Chernihiv,mar_2022_22,120.4986872,120.4986863,0.999999993,"0.614,0.386",2,0.5,329,30946,27399,82.36070824,693.4971724,91.32801342
Chernihiv,apr_2022_28,120.4986872,111.6579085,0.926631743,0.927,1,0.5,313,30938,24732,63.29900265,530.5012922,70.29160595
Chernihiv,jul_2022_22,120.4986872,118.5085795,0.983484404,0.983,1,0.4,428,35339,34248,100.8834448,819.1331549,110.6694422
Chernihiv,sep_2022_04,120.4986872,69.08250419,0.573305036,0.573,1,0.3,328,35020,45029,117.2812223,965.0133648,131.6705952
Chernihiv,aug_2022_12,120.4986872,117.3956491,0.974248366,0.974,1,0.4,441,38676,32343,110.8599148,859.5279112,121.869132
Chernivtsi,mar_2019_01,287.7514522,287.7515159,1.000000221,"0.629,0.371",2,0.5,295,38412,52843,132.8040075,1176.1242,147.8306818
Chernivtsi,mar_2019_03,287.7514522,287.7514504,0.999999994,"0.751,0.249",2,0.4,574,48015,66053,202.1154966,1808.69832,224.049077
Chernivtsi,mar_2019_10,287.7514522,43.24719107,0.150293563,0.15,1,0.5,384,12051,49380,22.00530148,193.7858353,26.40365314
Chernivtsi,jul_2019_29,287.7514522,210.735404,0.732352182,0.732,1,0.5,201,35136,33353,118.2589111,1025.368536,128.5136824
Chernivtsi,oct_2019_10,287.7514522,286.3649575,0.995181624,"0.679,0.316",2,0.4,571,48012,65035,240.9692717,1998.841297,265.4936552
Chernivtsi,feb_2020_23,287.7514522,263.9052438,0.917129147,"0.505,0.412",2,0.5,272,38393,47140,103.8119516,948.1305418,113.9348593
Chernivtsi,may_2020_01,287.7514522,260.4807449,0.905228255,0.905,1,0.5,289,28605,52843,88.70848179,848.9715109,96.39361095
Chernivtsi,aug_2020_04,287.7514522,172.0755298,0.598000561,0.598,1,0.4,378,25538,59965,77.74165821,697.4801102,78.76863575
Chernivtsi,sep_2020_25,287.7514522,266.6074164,0.926519795,0.927,1,0.5,254,29422,52843,168.543335,1415.912879,184.1941099
Chernivtsi,feb_2021_04,287.7514522,287.7515069,1.00000019,"0.822,0.178",2,0.5,295,38412,52843,143.186759,1152.681818,158.0456533
Chernivtsi,feb_2021_26,287.7514522,287.7514327,0.999999932,"0.620,0.380",2,0.5,295,38412,52843,234.1223354,1761.046648,261.1552563
Chernivtsi,mar_2021_30,287.7514522,103.7967353,0.360716634,0.361,1,0.4,399,23475,48255,101.9612827,902.6789455,111.9942293
Chernivtsi,aug_2021_08,287.7514522,268.7931839,0.934115821,"0.759,0.175",2,0.5,271,38396,47955,179.3189249,1571.342505,198.1932659
Chernivtsi,may_2022_20,287.7514522,177.5130871,0.616897276,0.617,1,0.5,201,37536,34930,81.05238914,691.6737881,90.73102283
Chernivtsi,sep_2022_19,287.7514522,211.5906745,0.735324437,0.735,1,0.4,415,37775,55875,142.5065775,1232.933891,153.7150164
Ivano-Frankivsk,jan_2019_19,163.0013856,107.4508799,0.659202249,0.659,1,0.3,371,46322,41456,267.3842955,2064.918817,297.9820957
Ivano-Frankivsk,feb_2019_07,163.0013856,121.9616571,0.748224665,"0.747,0.001",2,0.5,300,30217,27283,104.3949566,755.2882357,116.027648
Ivano-Frankivsk,jul_2019_21,163.0013856,163.0013701,0.999999905,"0.869,0.131",2,0.5,186,30648,37733,112.0615244,949.4582634,123.5714817
Ivano-Frankivsk,aug_2019_17,163.0013856,127.0473963,0.779425254,0.779,1,0.5,152,30622,28087,50.84146786,441.9020939,55.71915722
Ivano-Frankivsk,nov_2019_29,163.0013856,149.9003862,0.919626454,0.92,1,0.3,322,44359,62888,260.0508938,2115.557316,285.1790323
Ivano-Frankivsk,jan_2020_02,163.0013856,122.8635024,0.753757411,0.754,1,0.5,295,30218,27685,58.32651234,463.2153902,61.22627544
Ivano-Frankivsk,jan_2020_25,163.0013856,162.8645032,0.999160238,"0.992,0.007,0.000",3,0.3,343,51080,62888,229.7946386,1977.832953,252.5385342
Ivano-Frankivsk,jul_2020_16,163.0013856,122.8367909,0.753593538,0.754,1,0.5,155,30619,27283,60.15936375,519.2519169,66.08958721
Ivano-Frankivsk,mar_2021_03,163.0013856,115.8159966,0.710521547,0.711,1,0.5,275,30213,26078,57.26993561,493.9066324,63.27642727
Ivano-Frankivsk,jul_2021_25,163.0013856,100.7746479,0.618244118,0.618,1,0.4,337,37805,26111,81.94106388,681.1081123,89.74705601
Ivano-Frankivsk,oct_2021_22,163.0013856,20.61574817,0.126475908,0.126,1,0.4,256,11083,29605,17.98432159,166.1974068,20.61731434
Ivano-Frankivsk,jan_2022_21,163.0013856,163.0015784,1.000001183,"0.953,0.047",2,0.3,342,51080,62888,210.9036303,1679.285005,230.9628448
Ivano-Frankivsk,mar_2022_21,163.0013856,161.4806242,0.990670255,0.991,1,0.4,340,35286,47166,162.1796074,1343.088563,178.237381
Ivano-Frankivsk,apr_2022_20,163.0013856,152.5688689,0.935997375,0.936,1,0.5,170,29827,32105,62.40653038,553.663888,68.24819088
Ivano-Frankivsk,may_2022_06,163.0013856,96.97567435,0.59493773,0.595,1,0.4,345,35788,25609,79.55132198,688.573307,87.31524277
Ivano-Frankivsk,may_2022_18,163.0013856,125.3648124,0.769102741,0.769,1,0.4,268,35286,34136,106.1605892,860.6229296,115.8980112
Ivano-Frankivsk,jul_2022_21,163.0013856,119.5722994,0.733566153,0.734,1,0.5,282,30244,25703,58.24788094,496.3694944,64.32314301
Ivano-Frankivsk,aug_2022_25,163.0013856,146.1725146,0.896756271,"0.816,0.081",2,0.3,484,50406,62218,219.6259089,1762.667013,244.3278532
Ivano-Frankivsk,jul_2022_18,163.0013856,63.82180967,0.391541516,0.392,1,0.5,210,23388,19283,25.87963772,225.7129517,28.55798626
Khmelnytskyi,jun_2019_13,174.2741859,138.7988117,0.796439306,0.796,1,0.5,128,23147,31790,63.71372509,547.8933935,68.49505997
Khmelnytskyi,jun_2019_18,174.2741859,7.825634398,0.044904151,0.045,1,0.4,350,4487,14163,5.464672089,42.97018433,5.625585556
Khmelnytskyi,jul_2019_01,174.2741859,174.2741866,1.000000004,"0.685,0.315",2,0.5,174,31129,31790,104.4074879,928.0119753,113.691062
Khmelnytskyi,nov_2019_05,174.2741859,163.4618612,0.937957967,0.938,1,0.3,322,45230,52984,282.5374327,2255.503303,305.1230688
Khmelnytskyi,dec_2019_31,174.2741859,9.706521681,0.055696841,0.056,1,0.4,475,4988,21621,12.1954155,93.715662,13.25918579
Khmelnytskyi,jan_2020_08,174.2741859,7.469684891,0.042861683,0.043,1,0.4,278,4238,13541,8.305062294,60.9953146,8.830844879
Khmelnytskyi,jan_2020_25,174.2741859,94.89369155,0.544508018,0.545,1,0.4,343,21451,39242,47.56805325,458.6989164,51.04112911
Khmelnytskyi,feb_2020_07,174.2741859,69.32758608,0.397807545,0.398,1,0.3,247,33923,28498,157.2579508,1115.746778,172.5851116
Khmelnytskyi,mar_2020_23,174.2741859,9.019941194,0.051757184,0.052,1,0.4,353,4988,20254,7.022594452,58.48366928,7.531588554
Khmelnytskyi,jun_2020_27,174.2741859,6.857954645,0.039351523,0.039,1,0.4,91,4238,12671,5.905115128,48.67222404,6.275835991
Khmelnytskyi,aug_2020_15,174.2741859,107.1128454,0.614622555,0.615,1,0.4,241,22946,38743,54.22046947,476.0644922,55.69497967
Khmelnytskyi,aug_2020_26,174.2741859,100.4538366,0.5764126,0.576,1,0.3,368,28599,51657,126.6907148,1039.941834,136.3654318
Khmelnytskyi,nov_2020_23,174.2741859,13.16196188,0.075524449,0.076,1,0.5,234,4789,18887,4.003352165,35.69077587,4.028508186
Khmelnytskyi,feb_2021_25,174.2741859,146.5244931,0.840769918,0.841,1,0.3,316,39909,52984,352.8062067,2393.377965,388.7408524
Khmelnytskyi,sep_2021_30,174.2741859,129.3764979,0.742373274,0.742,1,0.3,416,36583,52984,157.3941193,1296.368192,169.087574
Khmelnytskyi,oct_2021_15,174.2741859,159.7381814,0.916591178,0.917,1,0.5,145,26340,31790,120.5779123,1051.061678,131.5506935
Khmelnytskyi,oct_2021_25,174.2741859,174.2156675,0.999664216,"0.782,0.218",2,0.3,354,51882,52984,259.2615023,2213.276049,281.0795469
Khmelnytskyi,nov_2021_26,174.2741859,85.62620506,0.491330398,0.491,1,0.4,201,29932,23856,86.59650898,693.0132294,89.43859005
Khmelnytskyi,may_2022_01,174.2741859,42.32134526,0.242843454,0.243,1,0.5,167,11170,25429,21.88839817,188.4728231,23.9875555
Khmelnytskyi,may_2022_12,174.2741859,40.39082903,0.231765989,0.232,1,0.5,155,11566,23440,21.61124611,193.4692993,23.93410397
Khmelnytskyi,jun_2022_23,174.2741859,142.3245628,0.816670364,0.817,1,0.46,302,33836,29378,113.3044748,960.6088924,124.1294136
Khmelnytskyi,jul_2022_02,174.2741859,111.5587827,0.640133718,0.64,1,0.5,131,31129,19085,50.33530998,426.5068455,54.2933712
Kropyvnytskyi,may_2019_01,219.9730734,25.00695453,0.113681889,0.114,1,0.4,275,13202,25797,16.54889107,152.4750395,18.47916126
Kropyvnytskyi,jun_2019_18,219.9730734,145.6046181,0.661920188,0.662,1,0.3,464,42011,68786,259.2917061,2052.636794,285.4494896
Kropyvnytskyi,aug_2019_19,219.9730734,96.94401846,0.440708569,0.441,1,0.3,315,23036,66759,185.24119,1511.243586,201.8014765
Kropyvnytskyi,aug_2019_20,219.9730734,44.63333114,0.202903612,0.203,1,0.4,230,17274,37436,48.93295956,386.6825857,54.42341042
Kropyvnytskyi,may_2020_13,219.9730734,219.9731279,1.000000248,"0.785,0.215",2,0.4,430,45740,52601,156.6212101,1400.111466,172.2688427
Kropyvnytskyi,jun_2020_10,219.9730734,142.6961173,0.648698111,0.649,1,0.3,261,43337,41813,182.6423979,1475.622755,192.9311972
Kropyvnytskyi,aug_2020_18,219.9730734,219.9730734,1,1,1,0.5,214,36592,42081,121.3239565,1001.013522,132.9258318
Kropyvnytskyi,sep_2020_13,219.9730734,133.1166494,0.605149745,0.605,1,0.3,275,41980,39115,222.109292,1833.235947,237.265789
Kropyvnytskyi,jan_2021_17,219.9730734,115.34042,0.524338812,0.524,1,0.5,362,15854,40056,91.30690002,723.0162916,99.93641281
Kropyvnytskyi,aug_2021_08,219.9730734,219.9730816,1.000000037,"0.654,0.346",2,0.3,430,60986,70135,445.642622,3540.374511,491.22264
Kropyvnytskyi,mar_2022_23,219.9730734,167.2353826,0.76025388,0.76,1,0.4,325,40658,35426,158.3514194,1238.288036,169.9691734
Kropyvnytskyi,jul_2022_21,219.9730734,184.6705769,0.839514464,0.84,1,0.3,382,51500,70135,255.6043806,2001.357964,280.509964
Kropyvnytskyi,aug_2022_13,219.9730734,175.8299145,0.799324716,0.799,1,0.5,180,34940,33976,80.23996925,683.7471313,87.74797916
Kropyvnytskyi,aug_2022_21,219.9730734,183.291517,0.833245243,0.833,1,0.5,190,36592,31575,87.06877708,715.5200348,93.83211327
Luhansk,feb_2019_24,432.6260853,43.45369695,0.100441694,0.1,1,0.5,171,10538,20995,38.51999378,265.2426262,41.89452457
Luhansk,mar_2019_07,432.6260853,432.6260728,0.999999971,"0.736,0.264",2,0.3,794,71803,88941,603.6940937,4954.526502,653.5897455
Luhansk,jun_2019_02,432.6260853,432.6260735,0.999999973,"0.736,0.264",2,0.3,794,71803,88941,714.8524084,5515.781707,769.4055691
Luhansk,jun_2019_16,432.6260853,12.39720733,0.028655709,0.029,1,0.3,498,31702,7732,16.72528362,133.3332586,18.022789
Luhansk,jul_2019_22,432.6260853,100.016844,0.231185422,0.231,1,0.4,231,40524,25230,79.67248058,669.7164078,85.64826393
Luhansk,sep_2019_11,432.6260853,326.0184688,0.753580239,0.754,1,0.5,291,30889,53365,198.0704927,1575.967099,212.9357691
Luhansk,oct_2019_04,432.6260853,342.1350385,0.790833124,0.791,1,0.5,317,32514,53365,219.1773748,1898.40796,236.9937658
Luhansk,oct_2019_12,432.6260853,181.5789661,0.419713402,0.42,1,0.5,148,19509,48524,67.35480213,569.1263885,71.34818459
Luhansk,nov_2019_16,432.6260853,69.68948307,0.161084792,0.161,1,0.5,270,11770,32730,35.27756882,315.2646179,38.16573715
Luhansk,nov_2019_21,432.6260853,432.626162,1.000000177,"0.633,0.367",2,0.5,341,43082,53365,201.5394678,1667.893218,215.2028437
Luhansk,dec_2019_16,432.6260853,333.6786293,0.771286431,"0.479,0.292",2,0.4,633,47742,62654,189.6998043,1679.797853,203.6594677
Luhansk,jan_2020_02,432.6260853,107.6853461,0.248910895,0.249,1,0.4,393,41538,25231,108.2668676,858.7932606,117.1370554
Luhansk,mar_2020_30,432.6260853,42.72515428,0.098757693,0.099,1,0.5,135,8514,24632,16.44600487,146.0315142,16.08364487
Luhansk,apr_2020_02,432.6260853,120.980643,0.279642507,0.28,1,0.4,248,45593,26241,98.85181046,786.7921104,105.017168
Luhansk,apr_2020_12,432.6260853,46.34571146,0.107126484,0.107,1,0.4,225,11150,30791,24.56965637,208.5758495,25.44825459
Luhansk,apr_2020_13,432.6260853,59.03459879,0.136456401,0.136,1,0.5,156,11352,24632,33.68483448,289.0251551,35.79231071
Luhansk,apr_2020_19,432.6260853,104.2799882,0.24103953,0.241,1,0.4,358,43054,23716,73.33839893,610.6576424,71.55259895
Luhansk,apr_2020_26,432.6260853,42.07934463,0.097264927,0.097,1,0.4,196,9632,34328,23.26919079,208.652668,24.07195187
Luhansk,may_2020_02,432.6260853,113.8009,0.263046783,0.263,1,0.4,381,24853,36869,75.51708126,665.2041483,79.70866108
Luhansk,jun_2020_07,432.6260853,45.75264164,0.105755624,0.106,1,0.5,131,8516,26250,23.68939495,193.0243988,25.28518772
Luhansk,jul_2020_04,432.6260853,66.0241187,0.152612431,0.153,1,0.5,271,8937,38818,23.70408249,211.8041277,24.83106422
Luhansk,jul_2020_12,432.6260853,52.93811276,0.122364588,0.122,1,0.5,161,10140,29080,31.49849224,270.2172909,33.85094166
Luhansk,jul_2020_20,432.6260853,317.0462286,0.732841221,"0.689,0.044",2,0.4,587,44707,65697,271.0376558,2147.871858,294.3554115
Luhansk,jul_2020_26,432.6260853,196.1709352,0.453442226,0.453,1,0.5,243,19507,51748,142.9650593,1094.420755,154.2007971
Luhansk,aug_2020_03,432.6260853,47.03729517,0.108725056,0.109,1,0.5,186,9326,25441,15.98400211,144.5413675,16.74858189
Luhansk,aug_2020_05,432.6260853,50.55634368,0.116859213,0.117,1,0.5,136,10136,24228,32.87336254,256.2392435,35.25532341
Luhansk,sep_2020_07,432.6260853,72.43742225,0.167436557,0.167,1,0.5,220,13795,32720,40.801157,328.9476919,44.15232849
Luhansk,sep_2020_13,432.6260853,388.6246149,0.898292147,0.898,1,0.5,323,37392,53365,216.0651588,1788.096975,232.3485508
Luhansk,sep_2020_24,432.6260853,44.09590321,0.101926131,0.102,1,0.4,193,12167,34834,46.08340168,403.0936728,49.85509014
Luhansk,oct_2020_04,432.6260853,54.39203524,0.125725279,0.126,1,0.4,207,13180,34328,28.20766544,242.1887169,29.53579044
Luhansk,oct_2020_20,432.6260853,39.84085014,0.092090726,"0.078,0.014",2,0.3,389,65002,78823,53.51505089,479.5710039,91.29936504
Luhansk,jan_2021_16,432.6260853,185.2588574,0.428219342,0.428,1,0.4,336,38545,42413,161.1140623,1369.5468,175.4261885
Luhansk,feb_2021_17,432.6260853,111.4963079,0.257719799,0.258,1,0.5,136,34853,20992,74.17898846,574.88661,80.67100334
Luhansk,may_2021_22,432.6260853,43.43189644,0.100391303,0.1,1,0.4,176,30988,12657,41.72797489,322.9283371,42.11100674
Luhansk,jun_2021_19,432.6260853,312.0161083,0.721214275,0.721,1,0.4,585,44688,60629,190.2841673,1593.887841,202.0627499
Luhansk,jun_2021_29,432.6260853,53.45112471,0.123550397,0.124,1,0.3,187,24986,28930,59.02073002,476.9080753,61.58645248
Luhansk,jun_2021_30,432.6260853,7.418601368,0.017147836,0.017,1,0.5,124,8328,4050,2.144750595,18.0181303,2.075461388
Luhansk,jul_2021_13,432.6260853,16.71296263,0.038631426,0.039,1,0.4,254,6601,19226,13.07034206,113.3657932,13.50993061
Luhansk,jul_2021_21,432.6260853,40.99421978,0.094756699,0.095,1,0.5,371,6500,31751,15.28104782,130.0290394,15.85821819
Luhansk,jul_2021_27,432.6260853,30.44891444,0.070381596,0.07,1,0.4,266,22861,13417,19.36882114,169.5891237,20.56579399
Luhansk,oct_2021_02,432.6260853,432.6236977,0.999994481,"0.623,0.377",2,0.3,794,71803,88941,902.9230156,7050.443913,982.1875
Luhansk,feb_2022_13,432.6260853,23.19247113,0.053608582,0.054,1,0.3,517,6432,61331,38.75164986,283.3414507,41.39315033
Luhansk,feb_2022_19,432.6260853,16.42484611,0.037965455,0.038,1,0.3,213,24627,13786,25.88016415,201.1044121,27.96487331
Luhansk,feb_2022_20,432.6260853,35.46012958,0.081964844,0.082,1,0.4,423,39736,14629,20.88363934,181.1447477,23.61223602
Luhansk,apr_2022_19,432.6260853,67.88501298,0.156913823,0.157,1,0.4,330,12688,46983,37.66133595,323.5194454,37.87333202
Luhansk,jul_2022_07,432.6260853,19.24471279,0.044483478,0.044,1,0.5,266,21657,7666,10.07626343,83.02468109,10.98108578
Luhansk,jul_2022_08,432.6260853,239.983319,0.554713012,0.555,1,0.45,444,35224,40458,203.6556683,1822.920658,219.724762
Luhansk,jul_2022_12,432.6260853,341.9519583,0.79040994,0.79,1,0.48,619,44873,47179,236.4166288,2007.876719,256.4371614
Luhansk,jul_2022_13,432.6260853,353.6689445,0.817493342,"0.784,0.033",2,0.5,281,43082,46102,224.1484976,1923.333063,244.0748186
Luhansk,jun_2022_12,432.6260853,8.324745988,0.019242358,0.019,1,0.5,470,19407,4659,2.569994926,21.7913847,2.730051994
Poltava,oct_2019_08,170.2024165,170.2024164,0.999999999,"0.599,0.401",2,0.3,363,57004,59390,268.0482397,2204.628475,295.3853893
Poltava,oct_2019_15,170.2024165,132.5791121,0.778949646,0.779,1,0.3,295,42421,58072,275.4841194,2308.105901,303.991827
Poltava,oct_2019_20,170.2024165,85.98424915,0.505188181,0.505,1,0.3,183,26510,52793,177.5070162,1499.874512,194.4712887
Poltava,nov_2019_23,170.2024165,170.2024165,1,"0.873,0.127",2,0.5,192,34202,35634,94.12300396,844.2693911,104.5677147
Poltava,feb_2020_19,170.2024165,168.5912491,0.990533816,0.991,1,0.5,184,31816,35634,142.8279543,1111.204739,159.2305641
Poltava,feb_2021_19,170.2024165,94.9990667,0.558153454,0.558,1,0.5,269,17498,28910,78.9984026,592.0654125,86.83282948
Poltava,jun_2021_24,170.2024165,58.49255174,0.343664637,0.344,1,0.5,175,18692,20207,24.46175575,210.6646204,26.85772705
Poltava,dec_2021_26,170.2024165,170.2024254,1.000000052,"0.898,0.102",2,0.3,363,57004,59390,405.9534721,2978.462487,453.4017572
Poltava,feb_2022_21,170.2024165,170.2024167,1.000000001,"0.821,0.179",2,0.3,363,57004,59390,306.6957235,2477.091818,339.2376518
Rivne,aug_2019_21,200.1701094,200.1701066,0.999999986,"0.891,0.109",2,0.3,675,51335,75013,316.0012751,2549.364786,346.3794708
Rivne,aug_2019_26,200.1701094,54.22785409,0.27090885,0.271,1,0.3,280,17541,68544,93.24595547,743.1883268,103.4136505
Rivne,mar_2020_29,200.1701094,200.1700526,0.999999717,"0.750,0.250",2,0.4,675,38501,56260,118.9547997,1089.745724,130.3936024
Rivne,aug_2020_14,200.1701094,21.85136857,0.109163994,"0.109,0.000",2,0.3,248,22990,14848,30.71484566,263.4964628,32.94509411
Rivne,oct_2021_06,200.1701094,193.92896,0.968820773,0.969,1,0.3,447,45487,75013,293.7879162,2473.85775,318.7112608
Rivne,nov_2021_06,200.1701094,199.740684,0.997854698,0.998,1,0.3,453,50685,75013,363.6744232,2895.973455,398.031188
Rivne,aug_2022_23,200.1701094,200.1700874,0.99999989,"0.998,0.002",2,0.4,675,38501,56260,144.7481632,1234.057897,159.0605049
Sumy,apr_2019_01,175.4450935,171.7852542,0.979139689,0.979,1,0.3,383,49040,60387,272.0465574,2192.251389,296.723382
Sumy,oct_2019_15,175.4450935,175.2380983,0.998820171,"0.939,0.059",2,0.3,398,52907,59100,331.0025406,2767.123876,361.8582621
Sumy,feb_2020_29,175.4450935,175.4451198,1.00000015,"0.941,0.059",2,0.5,216,31747,36232,137.06602,1052.735727,151.5646067
Sumy,mar_2020_25,175.4450935,175.4451198,1.00000015,"0.941,0.059",2,0.5,216,31747,36232,92.47580338,838.016304,102.0631809
Sumy,jul_2020_25,175.4450935,48.53488658,0.276638609,"0.275,0.002",2,0.4,197,28972,15401,50.54601288,379.9095526,55.31044197
Sumy,sep_2020_19,175.4450935,173.2351312,0.987403682,"0.928,0.059,0.000",3,0.4,395,39675,42395,154.3325567,1331.367187,168.2914619
Sumy,nov_2020_04,175.4450935,4.585219784,0.026134785,"0.017,0.009",2,0.4,1299,30169,37211,3.798446655,33.31492996,11.3834877
Sumy,feb_2021_05,175.4450935,93.90451385,0.535235908,0.535,1,0.4,426,21293,44327,22.75532436,157.2816734,23.40725136
Sumy,mar_2021_28,175.4450935,175.4448412,0.999998562,"0.894,0.059,0.046",3,0.3,399,52911,60387,294.8614206,2377.939583,321.9315577
Sumy,may_2021_25,175.4450935,165.0125919,0.940536943,0.941,1,0.5,214,27875,36232,78.40944195,674.0307741,85.10390186
Sumy,oct_2021_01,175.4450935,175.4451198,1.00000015,"0.941,0.059",2,0.5,216,31747,36232,101.2558498,959.2437735,111.1139326
Sumy,mar_2022_06,175.4450935,1.931876339,0.011011287,0.011,1,0.3,133,7558,5292,3.027973175,22.77462673,3.301377296
Sumy,mar_2022_15,175.4450935,136.5252405,0.778165053,0.778,1,0.4,468,29990,38536,139.4138145,1136.197345,153.5640869
Sumy,mar_2022_17,175.4450935,170.1235176,0.969668141,"0.912,0.058",2,0.5,217,31735,32372,152.4008989,1222.448925,169.0739689
Sumy,mar_2022_20,175.4450935,174.648606,0.995460189,"0.937,0.055,0.003",3,0.5,215,31744,35460,167.9903145,1408.595058,186.7742615
Sumy,mar_2022_22,175.4450935,121.7033641,0.693683487,"0.439,0.198,0.057",3,0.5,159,31747,24682,83.29473114,658.5151863,91.22511292
Sumy,mar_2022_23,175.4450935,123.1265336,0.701795252,"0.644,0.057",2,0.3,278,40000,47549,213.608757,1643.920743,229.2425909
Sumy,may_2022_04,175.4450935,4.822293737,0.027486056,0.027,1,0.5,423,1355,26504,1.414413452,10.25329018,1.218888283
Sumy,jul_2022_08,175.4450935,162.7450398,0.927612375,"0.882,0.046",2,0.5,185,30198,32384,74.58057308,626.1154366,80.42753029
Sumy,jul_2022_27,175.4450935,175.4070805,0.999783334,"0.681,0.263,0.056",3,0.47,398,33773,38545,123.8995857,1006.327569,135.2397223
Sumy,aug_2022_21,175.4450935,9.906400027,0.056464389,0.056,1,0.5,449,3870,26983,4.792612076,38.05984688,5.231375694
Ternopil,jan_2019_19,139.4464021,85.35685045,0.612112246,0.612,1,0.3,351,31192,52865,224.5097752,1765.246325,252.1297655
Ternopil,jun_2019_20,139.4464021,118.8734188,0.852466732,0.852,1,0.4,470,32851,39649,95.19517803,850.2143507,105.4647932
Ternopil,jun_2019_29,139.4464021,108.5902585,0.778723989,0.779,1,0.4,421,29367,39649,44.52129078,408.6121969,46.5128746
Ternopil,jul_2019_04,139.4464021,100.9489878,0.723926801,0.724,1,0.5,343,21502,31719,43.30840683,410.4808569,48.11659527
Ternopil,jul_2019_29,139.4464021,139.4464246,1.000000161,"1.000,0.000",2,0.5,416,33846,31719,80.75281429,733.7149401,90.2108345
Ternopil,oct_2019_22,139.4464021,106.2905256,0.762232112,0.762,1,0.3,406,38492,52865,174.9078817,1528.80329,192.621027
Ternopil,nov_2019_05,139.4464021,33.60771336,0.241008107,0.241,1,0.3,469,44054,19807,56.08544254,459.4834557,62.95787048
Ternopil,mar_2020_29,139.4464021,133.6432459,0.958384325,"0.897,0.062",2,0.5,414,30263,31719,58.76311684,548.231864,64.54592419
Ternopil,sep_2020_21,139.4464021,126.9964267,0.910718561,0.911,1,0.3,468,44465,52865,206.6651306,1686.130559,227.4765787
Ternopil,oct_2021_06,139.4464021,101.2711503,0.726237097,0.726,1,0.3,326,37165,52865,156.7983665,1336.949671,173.5674467
Ternopil,feb_2022_03,139.4464021,129.2630908,0.926973295,0.927,1,0.3,474,49774,48246,124.5522079,1037.647537,135.6500816
Ternopil,mar_2022_22,139.4464021,137.5518296,0.986413615,0.986,1,0.5,405,33843,30528,101.5031443,831.8431435,113.1501865
Ternopil,mar_2022_27,139.4464021,93.98509602,0.673987242,0.674,1,0.4,381,40276,25759,100.2002153,839.1478462,111.3219776
Ternopil,may_2022_01,139.4464021,90.48514771,0.648888364,0.649,1,0.5,297,30227,19020,45.90776539,410.6298399,50.12091732
Ternopil,aug_2022_25,139.4464021,100.8888868,0.723495804,0.723,1,0.3,421,35837,52865,146.6665602,1196.531856,160.8885927
Vinnytsia,feb_2019_21,212.525271,212.5252759,1.000000023,"0.771,0.229",2,0.5,521,44088,33918,63.19001198,613.0303221,63.59654617
Vinnytsia,apr_2019_06,212.525271,8.026510466,0.037767323,0.038,1,0.4,493,4505,27551,7.717247963,61.53362179,8.499876976
Vinnytsia,aug_2019_07,212.525271,212.5252607,0.999999951,"0.569,0.431",2,0.3,707,73480,56530,379.925622,3008.92514,421.3088017
Vinnytsia,mar_2020_04,212.525271,150.3132867,0.707272533,0.707,1,0.4,529,37069,40400,98.34091091,873.4478321,99.84811211
Vinnytsia,mar_2020_12,212.525271,137.6386325,0.647634194,0.648,1,0.4,506,34563,37410,130.675971,1127.194654,142.6535187
Vinnytsia,apr_2020_03,212.525271,212.525271,1,"0.726,0.271,0.003",3,0.5,521,44088,33918,151.4658632,1251.208066,168.9279232
Vinnytsia,aug_2020_26,212.525271,68.68113219,0.323166896,0.323,1,0.3,305,28044,43890,95.15635204,782.1081057,103.9058857
Vinnytsia,sep_2020_06,212.525271,158.1167647,0.743990416,0.744,1,0.4,350,38076,42896,159.7736053,1322.784764,173.9344587
Vinnytsia,sep_2020_14,212.525271,67.61865364,0.318167592,0.318,1,0.3,305,28044,43890,144.942647,1155.334399,159.9084244
Vinnytsia,feb_2022_23,212.525271,212.5252922,1.000000099,"0.798,0.202",2,0.4,707,55110,42398,124.9932594,1093.862317,136.9085493
Vinnytsia,mar_2022_31,212.525271,212.5252722,1.000000005,"0.710,0.290",2,0.3,707,73480,56530,319.2003651,2617.067959,350.9230318
Vinnytsia,aug_2022_23,212.525271,212.5253324,1.000000288,"0.639,0.361",2,0.5,521,44088,33918,106.5466595,911.0257292,117.9512138
